INSTANCE;WEIGHT_GR;VALUE_GR;EXECUTION_TIME_GR;WEIGHT_BF;VALUE_BF;EXECUTION_TIME_BF;WEIGHT_BB;VALUE_BB;EXECUTION_TIME_BB;WEIGHT_DP;VALUE_DP;EXECUTION_TIME_DP;WEIGHT_OT;VALUE_OT;EXECUTION_TIME_IP;WEIGHT_IP;VALUE_IP;EXECUTION_TIME_OT
;problem_10_100_2_5_5.txt;425;426;0;449;445;0;449;445;0;449;445;0;449;445;0;449;445;10
;problem_10_100_3_1_5.txt;91;141;1;101;141;0;91;141;0;101;141;0;101;141;0;91;141;10
;problem_10_100_3_2_5.txt;123;183;0;125;185;0;125;185;0;125;185;0;125;185;0;125;185;11
;problem_10_100_3_3_5.txt;188;248;0;238;298;0;238;298;0;238;298;0;238;298;0;238;298;20
;problem_10_100_3_4_5.txt;363;433;0;437;507;0;437;507;0;437;507;0;437;507;0;437;507;58
;problem_10_100_3_5_5.txt;421;501;0;495;575;0;495;575;0;495;575;0;495;575;0;495;575;13
;problem_10_100_4_1_5.txt;85;85;0;101;101;0;101;101;0;101;101;0;101;101;0;101;101;12
;problem_10_100_4_2_5.txt;117;117;0;129;129;0;129;129;0;129;129;0;129;129;0;129;129;12
;problem_10_100_4_3_5.txt;192;192;0;238;238;0;238;238;0;238;238;0;238;238;0;238;238;9
;problem_10_100_4_4_5.txt;429;429;0;437;437;0;437;437;0;437;437;0;437;437;0;437;437;85
;problem_10_100_4_5_5.txt;468;468;0;495;495;0;495;495;0;495;495;0;495;495;0;495;495;11
;problem_10_500_1_1_5.txt;291;873;0;464;949;0;464;949;0;464;949;0;464;949;0;464;949;12
;problem_10_500_1_2_5.txt;722;1390;0;830;1450;0;830;1450;0;830;1450;0;830;1450;0;830;1450;11
;problem_10_500_1_3_5.txt;782;2348;1;877;2396;0;877;2396;0;877;2396;0;877;2396;0;877;2396;9
;problem_10_500_1_4_5.txt;1357;2348;0;1357;2348;0;1357;2348;0;1357;2348;0;1357;2348;0;1357;2348;8
;problem_10_500_1_5_5.txt;2805;2814;1;2805;2814;0;2805;2814;0;2805;2814;0;2805;2814;0;2805;2814;8
;problem_10_500_2_1_5.txt;326;375;0;528;541;0;528;541;0;528;541;0;528;541;0;528;541;12
;problem_10_500_2_2_5.txt;740;831;3;868;875;0;868;875;0;868;875;0;868;875;0;868;875;85
;problem_10_500_2_3_5.txt;714;778;0;890;942;0;890;942;0;890;942;0;890;942;0;890;942;30
;problem_10_500_2_4_5.txt;1289;1493;0;1387;1501;0;1387;1501;0;1387;1501;0;1387;1501;0;1387;1501;18
;problem_10_500_2_5_5.txt;2754;2878;0;2935;2990;0;2935;2990;0;2935;2990;0;2935;2990;0;2935;2990;12
;problem_10_500_3_1_5.txt;497;537;0;497;537;0;497;537;0;497;537;0;497;537;0;497;537;9
;problem_10_500_3_2_5.txt;977;1017;1;1149;1189;0;1149;1189;0;1149;1189;0;1149;1189;0;1149;1189;61
;problem_10_500_3_3_5.txt;722;792;0;1038;1108;0;1038;1108;0;1038;1108;0;1038;1108;0;1038;1108;15
;problem_10_500_3_4_5.txt;1562;1642;0;1633;1703;0;1633;1703;0;1633;1703;0;1633;1703;0;1633;1703;66
;problem_10_500_3_5_5.txt;2771;2851;0;3079;3159;0;3079;3159;0;3079;3159;0;3079;3159;0;3079;3159;11
;problem_10_500_4_1_5.txt;485;485;0;498;498;0;498;498;0;498;498;0;498;498;0;498;498;9
;problem_10_500_4_2_5.txt;1098;1098;1;1154;1154;0;1154;1154;0;1154;1154;0;1154;1154;0;1154;1154;81
;problem_10_500_4_3_5.txt;792;792;1;1038;1038;0;1038;1038;0;1038;1038;0;1038;1038;0;1038;1038;9
;problem_10_500_4_4_5.txt;1600;1600;0;1637;1637;0;1637;1637;0;1637;1637;0;1637;1637;0;1637;1637;74
;problem_10_500_4_5_5.txt;3068;3068;1;3079;3079;0;3079;3079;0;3079;3079;0;3079;3079;0;3079;3079;10
;problem_10_1000_1_1_5.txt;786;2098;0;964;2287;0;964;2287;0;964;2287;0;964;2287;0;964;2287;12
;problem_10_1000_1_2_5.txt;1785;4084;0;1879;4089;0;1879;4089;0;1879;4089;0;1879;4089;0;1879;4089;9
;problem_10_1000_1_3_5.txt;2320;2993;0;2616;3183;0;2616;3183;0;2616;3183;0;2616;3183;0;2616;3183;15
;problem_10_1000_1_4_5.txt;2367;4649;0;2367;4649;0;2367;4649;0;2367;4649;0;2367;4649;0;2367;4649;7
;problem_10_1000_1_5_5.txt;5123;4213;0;5123;4213;0;5123;4213;0;5123;4213;0;5123;4213;0;5123;4213;10
;problem_10_1000_2_1_5.txt;991;1207;0;991;1207;0;991;1207;0;991;1207;0;991;1207;0;991;1207;8
;problem_10_1000_2_2_5.txt;1819;2047;2;1819;2047;0;1819;2047;0;1819;2047;0;1819;2047;0;1819;2047;50
;problem_10_1000_2_3_5.txt;2355;2661;0;2616;2864;0;2616;2864;0;2616;2864;0;2616;2864;0;2616;2864;12
;problem_10_1000_2_4_5.txt;2184;2476;0;2386;2561;0;2386;2561;0;2386;2561;0;2386;2561;0;2386;2561;19
;problem_10_1000_2_5_5.txt;4930;4959;1;5367;5336;0;5367;5336;0;5367;5336;0;5367;5336;0;5367;5336;13
;problem_10_1000_3_1_5.txt;990;1030;0;1000;1030;0;990;1030;0;1000;1030;0;1000;1030;0;990;1030;50
;problem_10_1000_3_2_5.txt;2132;2182;0;2153;2183;0;2153;2183;0;2153;2183;0;2153;2183;0;2153;2183;87
;problem_10_1000_3_3_5.txt;2204;2264;0;2288;2338;0;2288;2338;0;2288;2338;0;2288;2338;0;2288;2338;30
;problem_10_1000_3_4_5.txt;2469;2549;0;2633;2703;0;2633;2703;0;2633;2703;0;2633;2703;0;2633;2703;70
;problem_10_1000_3_5_5.txt;3926;4006;0;4730;4800;0;4730;4800;0;4730;4800;0;4730;4800;0;4730;4800;46
;problem_10_1000_4_1_5.txt;905;905;0;1000;1000;0;1000;1000;0;1000;1000;0;1000;1000;0;1000;1000;63
;problem_10_1000_4_2_5.txt;1598;1598;0;2153;2153;0;2153;2153;0;2153;2153;0;2153;2153;0;2153;2153;81
;problem_10_1000_4_3_5.txt;2261;2261;0;2288;2288;0;2288;2288;0;2288;2288;0;2288;2288;0;2288;2288;14
;problem_10_1000_4_4_5.txt;2600;2600;0;2633;2633;0;2633;2633;0;2633;2633;0;2633;2633;0;2633;2633;77
;problem_10_1000_4_5_5.txt;4568;4568;0;4730;4730;0;4730;4730;0;4730;4730;0;4730;4730;0;4730;4730;12
;problem_50_50_1_1_5.txt;245;581;1;242;471;10001;245;581;7;245;581;0;245;581;0;245;581;10
;problem_50_50_1_2_5.txt;354;891;0;390;729;10001;388;918;893;388;918;0;388;918;0;388;918;20
;problem_50_50_1_3_5.txt;637;953;0;646;809;10001;646;957;3451;647;957;0;647;957;0;647;957;15
;problem_50_50_1_4_5.txt;853;1170;1;882;964;10001;509;914;10001;883;1180;0;883;1180;0;881;1180;15
;problem_50_50_1_5_5.txt;1080;1087;0;1075;921;10001;480;768;10001;1080;1087;0;1080;1087;1;1080;1087;6
;problem_50_50_2_1_5.txt;232;283;0;247;279;10001;246;298;1;246;298;0;246;298;0;246;298;16
;problem_50_50_2_2_5.txt;363;432;0;390;452;10001;390;461;431;390;461;0;390;461;0;390;461;11
;problem_50_50_2_3_5.txt;643;692;0;648;662;10001;648;696;4169;648;696;0;648;696;0;648;696;11
;problem_50_50_2_4_5.txt;850;928;0;885;916;10001;742;820;10001;884;960;0;884;960;0;883;960;37
;problem_50_50_2_5_5.txt;1060;1091;0;1080;1086;10001;636;689;10005;1079;1108;0;1079;1108;1;1079;1108;88
;problem_50_50_3_1_5.txt;224;404;0;239;389;10001;239;419;106;239;419;0;239;419;0;239;419;17
;problem_50_50_3_2_5.txt;390;700;0;398;638;10001;219;459;10001;398;708;0;398;708;0;398;708;15
;problem_50_50_3_3_5.txt;658;998;0;658;968;10001;350;590;10001;660;1000;0;660;1000;0;660;1000;11
;problem_50_50_3_4_5.txt;802;1212;2;824;1184;10001;209;449;10001;824;1234;0;824;1234;1;824;1234;21
;problem_50_50_3_5_5.txt;981;1431;0;1001;1411;10001;309;549;10001;1005;1455;0;1005;1455;1;1005;1455;22
;problem_50_50_4_1_5.txt;238;238;0;239;239;10001;239;239;0;239;239;0;239;239;0;239;239;7
;problem_50_50_4_2_5.txt;381;381;1;398;398;10001;398;398;110;398;398;0;398;398;0;398;398;8
;problem_50_50_4_3_5.txt;650;650;0;660;660;10001;650;650;10001;660;660;0;660;660;0;660;660;11
;problem_50_50_4_4_5.txt;783;783;0;824;824;10001;688;688;10001;824;824;0;824;824;0;824;824;9
;problem_50_50_4_5_5.txt;1000;1000;0;1005;1005;10001;570;570;10001;1005;1005;0;1005;1005;0;1005;1005;11
;problem_50_100_1_1_5.txt;425;1067;1;455;889;10001;458;1098;8;458;1098;0;458;1098;0;458;1098;26
;problem_50_100_1_2_5.txt;798;1730;0;802;1334;10001;798;1730;621;798;1730;0;798;1730;0;798;1730;18
;problem_50_100_1_3_5.txt;1330;1866;2;1356;1586;10001;1371;1888;642;1371;1888;0;1371;1888;1;1371;1888;12
;problem_50_100_1_4_5.txt;1594;2130;0;1616;1728;10001;1612;2137;6618;1616;2137;0;1616;2137;1;1612;2137;13
;problem_50_100_1_5_5.txt;2004;2235;1;2024;1970;10001;1062;1608;10001;2080;2267;0;2080;2267;2;2080;2267;17
;problem_50_100_2_1_5.txt;457;565;1;464;528;10001;464;570;13;464;570;0;464;570;0;464;570;12
;problem_50_100_2_2_5.txt;749;873;0;807;882;10001;807;930;1433;807;930;0;807;930;0;807;930;27
;problem_50_100_2_3_5.txt;1367;1501;0;1372;1466;10001;1270;1402;10001;1373;1504;0;1373;1504;0;1373;1504;20
;problem_50_100_2_4_5.txt;1555;1695;0;1618;1699;10001;1112;1260;10001;1618;1752;0;1618;1752;1;1618;1752;30
;problem_50_100_2_5_5.txt;2076;2162;0;2024;2046;10001;1120;1253;10001;2076;2162;0;2076;2162;2;2076;2162;14
;problem_50_100_3_1_5.txt;433;633;1;439;579;10001;439;639;343;439;639;0;439;639;0;439;639;11
;problem_50_100_3_2_5.txt;912;1182;0;931;1151;10001;791;1041;10001;931;1201;0;931;1201;0;931;1201;18
;problem_50_100_3_3_5.txt;1300;1650;0;1309;1609;10001;596;836;10118;1310;1660;0;1310;1660;1;1310;1660;14
;problem_50_100_3_4_5.txt;1557;1977;0;1552;1912;10001;394;644;10001;1557;1977;0;1557;1977;2;1557;1977;6
;problem_50_100_3_5_5.txt;1967;2417;0;2003;2413;10001;624;864;10001;2005;2455;0;2005;2455;2;2005;2455;16
;problem_50_100_4_1_5.txt;410;410;0;439;439;10001;439;439;1;439;439;0;439;439;0;439;439;9
;problem_50_100_4_2_5.txt;896;896;1;931;931;10001;931;931;442;931;931;0;931;931;0;931;931;9
;problem_50_100_4_3_5.txt;1252;1252;1;1310;1310;10001;1310;1310;7981;1310;1310;0;1310;1310;0;1310;1310;8
;problem_50_100_4_4_5.txt;1550;1550;0;1557;1557;10001;1388;1388;10001;1557;1557;0;1557;1557;0;1557;1557;9
;problem_50_100_4_5_5.txt;1950;1950;0;2005;2005;10001;1270;1270;10001;2005;2005;0;2005;2005;1;2005;2005;22
;problem_50_500_1_1_5.txt;2030;6037;0;2049;4057;10001;2071;6082;6;2071;6082;0;2071;6082;0;2071;6082;15
;problem_50_500_1_2_5.txt;3757;7551;0;3936;6273;10001;4001;7819;306;4001;7819;0;4001;7819;2;4001;7819;16
;problem_50_500_1_3_5.txt;6076;10668;0;6204;9441;10001;6257;10770;1976;6257;10770;1;6257;10770;3;6257;10770;13
;problem_50_500_1_4_5.txt;7984;9859;0;8347;8497;10001;4961;7719;10001;8325;10012;1;8325;10012;6;8325;10012;19
;problem_50_500_1_5_5.txt;11000;13517;0;11224;12270;10001;4802;9050;10001;11145;13550;2;11145;13550;11;11145;13550;12
;problem_50_500_2_1_5.txt;1671;1998;0;2080;2280;10001;2076;2436;1;2076;2436;0;2076;2436;0;2076;2436;30
;problem_50_500_2_2_5.txt;3791;4308;0;3997;4351;10001;4005;4533;184;4005;4533;0;4005;4533;2;4005;4533;47
;problem_50_500_2_3_5.txt;6265;6900;0;6269;6663;10001;5877;6503;10001;6265;6900;1;6265;6900;4;6265;6900;15
;problem_50_500_2_4_5.txt;8019;8652;0;8309;8576;10001;5289;5992;10001;8351;8946;1;8351;8946;6;8351;8946;32
;problem_50_500_2_5_5.txt;11221;11381;1;11224;11085;10001;6550;6984;10001;11238;11390;2;11238;11390;10;11238;11390;57
;problem_50_500_3_1_5.txt;2194;2394;0;2238;2378;10001;2232;2432;559;2232;2432;0;2232;2432;1;2232;2432;243
;problem_50_500_3_2_5.txt;4472;4742;0;4662;4892;10001;3576;3816;10001;4664;4934;1;4664;4934;3;4664;4934;15
;problem_50_500_3_3_5.txt;6293;6643;0;6458;6758;10001;2931;3181;10001;6460;6810;1;6460;6810;6;6460;6810;29
;problem_50_500_3_4_5.txt;8607;9007;0;8690;9050;10001;3732;3982;10001;8690;9090;1;8690;9090;10;8690;9090;26
;problem_50_500_3_5_5.txt;11601;12041;0;11999;12399;10001;3906;4156;10001;12005;12445;2;12005;12445;15;12004;12444;15
;problem_50_500_4_1_5.txt;1996;1996;0;2239;2239;10001;2239;2239;3;2239;2239;0;2239;2239;0;2239;2239;11
;problem_50_500_4_2_5.txt;4594;4594;0;4664;4664;10001;4664;4664;127;4664;4664;0;4664;4664;0;4664;4664;6
;problem_50_500_4_3_5.txt;6455;6455;0;6460;6460;10001;5750;5750;10001;6460;6460;1;6460;6460;2;6460;6460;26
;problem_50_500_4_4_5.txt;8423;8423;0;8690;8690;10001;5888;5888;10001;8690;8690;1;8690;8690;4;8690;8690;40
;problem_50_500_4_5_5.txt;11825;11825;0;12004;12004;10001;7270;7270;10001;12005;12005;2;12005;12005;11;12004;12004;27
;problem_50_1000_1_1_5.txt;3763;15224;0;3777;10042;10001;3841;15314;36;3841;15314;0;3841;15314;1;3841;15314;15
;problem_50_1000_1_2_5.txt;8173;16812;0;8386;12820;10001;8483;17088;973;8483;17088;1;8483;17088;4;8483;17088;17
;problem_50_1000_1_3_5.txt;12983;20189;0;12757;17611;10001;12983;20189;4490;12983;20189;2;12983;20189;7;12983;20189;12
;problem_50_1000_1_4_5.txt;14318;22030;0;14555;20020;10001;9111;17185;10001;14668;22276;3;14668;22276;14;14668;22276;16
;problem_50_1000_1_5_5.txt;22789;20394;2;22724;17770;10001;12302;16189;10001;22789;20394;4;22789;20394;24;22789;20394;10
;problem_50_1000_2_1_5.txt;3469;4316;0;3899;4350;10001;3913;4789;6;3913;4789;0;3913;4789;1;3913;4789;29
;problem_50_1000_2_2_5.txt;8259;9391;0;8505;9177;10001;8507;9640;494;8507;9640;1;8507;9640;3;8507;9640;20
;problem_50_1000_2_3_5.txt;12763;14187;0;13020;13879;10001;12763;14187;10001;13002;14405;3;13002;14405;7;13002;14405;46
;problem_50_1000_2_4_5.txt;14417;15872;0;14665;15530;10001;10658;12075;10030;14679;16120;2;14679;16120;9;14679;16120;17
;problem_50_1000_2_5_5.txt;22698;22946;0;22910;22038;10001;16955;17706;10001;22910;23098;4;22910;23098;18;22888;23098;37
;problem_50_1000_3_1_5.txt;4153;4343;1;4321;4471;10001;4322;4512;517;4322;4512;0;4322;4512;1;4322;4512;29
;problem_50_1000_3_2_5.txt;9216;9466;0;9662;9882;10001;9216;9466;10001;9664;9914;2;9664;9914;6;9664;9914;254
;problem_50_1000_3_3_5.txt;12931;13271;0;13204;13494;10001;7109;7349;10066;13210;13550;2;13210;13550;11;13210;13550;496
;problem_50_1000_3_4_5.txt;14950;15360;0;15024;15384;10001;5758;6008;10001;15024;15424;3;15024;15424;17;15024;15424;940
;problem_50_1000_3_5_5.txt;20179;20629;0;20755;21145;10001;5647;5887;10001;20755;21205;4;20755;21205;28;20755;21205;182
;problem_50_1000_4_1_5.txt;3810;3810;1;4322;4322;10001;4322;4322;49;4322;4322;1;4322;4322;0;4322;4322;14
;problem_50_1000_4_2_5.txt;9202;9202;0;9664;9664;10001;9664;9664;156;9664;9664;1;9664;9664;2;9664;9664;8
;problem_50_1000_4_3_5.txt;12920;12920;0;13210;13210;10001;11250;11250;10001;13210;13210;4;13210;13210;6;13210;13210;68
;problem_50_1000_4_4_5.txt;14863;14863;0;15024;15024;10001;10388;10388;10001;15024;15024;3;15024;15024;12;15024;15024;19
;problem_50_1000_4_5_5.txt;20329;20329;0;20755;20755;10001;11770;11770;10001;20755;20755;4;20755;20755;20;20754;20754;32
;problem_100_50_1_1_5.txt;471;1223;0;485;882;10001;275;913;10001;488;1244;0;488;1244;0;488;1244;23
;problem_100_50_1_2_5.txt;744;1648;0;776;1126;10001;175;892;10001;779;1675;0;779;1675;1;779;1675;16
;problem_100_50_1_3_5.txt;1207;2066;0;1241;1563;10001;254;863;10001;1244;2094;0;1244;2094;3;1244;2094;13
;problem_100_50_1_4_5.txt;1642;2319;0;1663;1788;10001;209;816;10001;1664;2330;0;1664;2330;6;1664;2330;18
;problem_100_50_1_5_5.txt;2182;2415;1;2074;1822;10001;185;702;10001;2186;2415;0;2186;2415;8;2182;2415;11
;problem_100_50_2_1_5.txt;445;534;1;486;516;10001;488;581;869;488;581;0;488;581;0;488;581;22
;problem_100_50_2_2_5.txt;747;894;0;778;870;10001;253;340;10001;779;928;0;779;928;1;779;928;32
;problem_100_50_2_3_5.txt;1233;1333;0;1244;1254;10001;491;573;10001;1244;1344;0;1244;1344;3;1244;1344;9
;problem_100_50_2_4_5.txt;1656;1788;0;1662;1662;10001;443;537;10001;1664;1795;0;1664;1795;4;1664;1795;15
;problem_100_50_2_5_5.txt;2176;2270;0;2074;2093;10001;430;524;10001;2191;2283;0;2191;2283;9;2191;2283;14
;problem_100_50_3_1_5.txt;477;837;0;477;707;10001;254;504;10001;480;840;0;480;840;0;480;840;8
;problem_100_50_3_2_5.txt;802;1392;0;831;1261;10001;129;369;10001;831;1421;0;831;1421;2;831;1421;42
;problem_100_50_3_3_5.txt;1268;1958;0;1275;1855;10001;179;419;10001;1276;1966;0;1276;1966;4;1276;1966;45
;problem_100_50_3_4_5.txt;1708;2518;0;1743;2413;10001;140;380;10001;1743;2553;0;1743;2553;7;1743;2553;10
;problem_100_50_3_5_5.txt;1992;2902;0;1825;2585;10001;141;381;10001;2011;2921;0;2011;2921;9;2011;2921;35
;problem_100_50_4_1_5.txt;441;441;0;480;480;10001;480;480;13;480;480;0;480;480;0;480;480;11
;problem_100_50_4_2_5.txt;801;801;0;831;831;10001;656;656;10001;831;831;0;831;831;0;831;831;7
;problem_100_50_4_3_5.txt;1264;1264;0;1276;1276;10001;650;650;10001;1276;1276;0;1276;1276;1;1276;1276;8
;problem_100_50_4_4_5.txt;1735;1735;1;1743;1743;10001;688;688;10001;1743;1743;0;1743;1743;2;1743;1743;9
;problem_100_50_4_5_5.txt;1988;1988;0;1825;1825;10001;570;570;10001;2011;2011;0;2011;2011;5;2011;2011;9
;problem_100_100_1_1_5.txt;941;2299;0;939;1496;10001;612;1816;10001;941;2299;0;941;2299;1;941;2299;11
;problem_100_100_1_2_5.txt;1632;3377;0;1668;2330;10001;360;1610;10001;1676;3412;0;1676;3412;3;1676;3412;22
;problem_100_100_1_3_5.txt;2685;4068;0;2697;3032;10001;531;1682;10001;2718;4093;1;2718;4093;7;2718;4093;12
;problem_100_100_1_4_5.txt;3187;4474;0;3160;3316;10001;485;1900;10001;3228;4492;1;3228;4492;11;3228;4492;17
;problem_100_100_1_5_5.txt;4322;4905;0;3924;3922;10001;635;1746;10001;4354;4916;1;4354;4916;17;4354;4916;22
;problem_100_100_2_1_5.txt;881;1067;0;939;1008;10001;776;949;10001;946;1137;0;946;1137;1;946;1137;143
;problem_100_100_2_2_5.txt;1642;1923;0;1679;1810;10001;671;849;10001;1679;1960;0;1679;1960;2;1679;1960;25
;problem_100_100_2_3_5.txt;2717;2970;1;2717;2837;10001;756;905;10001;2719;2972;1;2719;2972;6;2719;2972;9
;problem_100_100_2_4_5.txt;3197;3469;0;3226;3331;10001;575;742;10001;3230;3499;1;3230;3499;9;3229;3499;20
;problem_100_100_2_5_5.txt;4319;4568;0;3924;4004;10001;695;866;10001;4358;4600;1;4358;4600;17;4358;4600;37
;problem_100_100_3_1_5.txt;853;1253;0;880;1100;10001;367;617;10001;880;1280;0;880;1280;1;880;1280;31
;problem_100_100_3_2_5.txt;1717;2267;0;1764;2164;10001;311;551;10001;1765;2315;0;1765;2315;4;1765;2315;37
;problem_100_100_3_3_5.txt;2524;3234;0;2525;3085;10001;332;572;10001;2526;3236;1;2526;3236;9;2526;3236;13
;problem_100_100_3_4_5.txt;3079;3909;0;3132;3832;10001;190;430;10001;3143;3973;1;3143;3973;14;3143;3973;50
;problem_100_100_3_5_5.txt;4011;4921;0;3725;4485;10001;352;592;10001;4053;4963;1;4053;4963;18;4053;4963;22
;problem_100_100_4_1_5.txt;852;852;0;880;880;10001;880;880;430;880;880;0;880;880;0;880;880;9
;problem_100_100_4_2_5.txt;1743;1743;1;1765;1765;10001;1356;1356;10001;1765;1765;0;1765;1765;0;1765;1765;10
;problem_100_100_4_3_5.txt;2514;2514;0;2526;2526;10001;1350;1350;10001;2526;2526;1;2526;2526;2;2526;2526;12
;problem_100_100_4_4_5.txt;3135;3135;0;3143;3143;10001;1388;1388;10001;3143;3143;1;3143;3143;5;3143;3143;10
;problem_100_100_4_5_5.txt;3986;3986;0;3725;3725;10001;1270;1270;10001;4053;4053;1;4053;4053;11;4053;4053;14
;problem_100_500_1_1_5.txt;3749;11915;0;3865;7649;10001;1935;8689;10001;3977;12251;1;3977;12251;4;3977;12251;30
;problem_100_500_1_2_5.txt;7812;16700;0;7888;11123;10001;2018;8234;10114;7946;16827;3;7946;16827;15;7946;16827;22
;problem_100_500_1_3_5.txt;12908;20432;0;12962;14785;10001;2226;9217;10001;13119;20550;6;13119;20550;31;13119;20550;22
;problem_100_500_1_4_5.txt;17196;22806;0;16992;17623;10001;2061;7841;10001;17221;22811;6;17221;22811;56;17221;22811;13
;problem_100_500_1_5_5.txt;22848;25659;0;21124;20822;10001;2610;8773;10001;22848;25659;9;22848;25659;107;22848;25659;11
;problem_100_500_2_1_5.txt;3687;4427;0;3954;4298;10001;3977;4741;3569;3977;4741;1;3977;4741;3;3977;4741;365
;problem_100_500_2_2_5.txt;7733;8849;0;7909;8516;10001;3704;4458;10001;7945;9066;4;7945;9066;14;7945;9066;341
;problem_100_500_2_3_5.txt;12919;14155;0;13108;13664;10001;3940;4690;10001;13118;14354;5;13118;14354;25;13118;14354;30
;problem_100_500_2_4_5.txt;17130;18426;0;17221;17622;10001;3596;4529;10001;17230;18509;6;17230;18509;60;17230;18509;56
;problem_100_500_2_5_5.txt;22592;23438;0;21124;21185;10001;3788;4552;10001;22857;23677;9;22857;23677;79;22857;23677;36
;problem_100_500_3_1_5.txt;4047;4457;0;4163;4393;10001;1520;1770;10001;4164;4574;2;4164;4574;9;4164;4574;28
;problem_100_500_3_2_5.txt;8366;8936;0;8398;8808;10001;1546;1786;10001;8398;8968;3;8398;8968;26;8398;8968;19
;problem_100_500_3_3_5.txt;12434;13144;0;12622;13182;10001;1095;1335;10001;12626;13336;4;12626;13336;45;12626;13336;19
;problem_100_500_3_4_5.txt;15873;16693;0;15869;16569;10001;1632;1872;10001;15873;16693;6;15873;16693;71;15873;16693;37
;problem_100_500_3_5_5.txt;22690;23590;0;21325;22085;10001;2000;2240;10001;22886;23786;11;22886;23786;112;22886;23786;28
;problem_100_500_4_1_5.txt;3991;3991;0;4164;4164;10001;4164;4164;26;4164;4164;1;4164;4164;0;4164;4164;9
;problem_100_500_4_2_5.txt;8343;8343;1;8398;8398;10001;5960;5960;10001;8398;8398;3;8398;8398;4;8398;8398;26
;problem_100_500_4_3_5.txt;12550;12550;0;12626;12626;10001;5750;5750;10001;12626;12626;5;12626;12626;13;12626;12626;14
;problem_100_500_4_4_5.txt;15788;15788;0;15876;15876;10001;5888;5888;10001;15876;15876;6;15876;15876;32;15875;15875;44
;problem_100_500_4_5_5.txt;22619;22619;0;21325;21325;10001;7270;7270;10001;22886;22886;11;22886;22886;74;22886;22886;50
